"subID","block","trial","response","rt","objrewardstim","facerewardstim","scenerewardstim","trialtype","feedback","obj1stim","obj2stim","face1stim","face2stim","scene1stim","scene2stim","RewardCat","choice","HH","HL","LH","LL","NH","NL","subid","Gender","ExactAge","AgeGroup"
"MotER_500","Test","27","1","883","1","1","2","face1obj2","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","face1","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","23","1","669","1","1","2","face1obj1","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","face1","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","8","2","2874","1","1","2","scene1face2","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","face2","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","21","2","3313","1","1","2","obj2scene2","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","scene2","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","14","2","1425","1","1","2","scene1obj1","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","obj1","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","13","2","1648","1","1","2","face2scene2","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","scene2","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","7","1","1339","1","1","2","face1scene1","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","face1","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","16","2","3462","1","1","2","scene1obj2","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","obj2","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","20","1","764","1","1","2","scene2obj2","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","scene2","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","26","2","9539","1","1","2","obj2face1","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","face1","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","18","1","822","1","1","2","scene2obj1","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","scene2","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","9","1","4161","1","1","2","face2scene1","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","face2","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","2","1","725","1","1","2","face1face2","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","face1","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","6","2","967","1","1","2","scene1face1","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","face1","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","0","1","577","1","1","2","obj1obj2","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","obj1","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","22","1","1248","1","1","2","obj1face1","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","obj1","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","29","1","2097","1","1","2","face2obj2","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","face2","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_500","Test","24","1","1280","1","1","2","obj1face2","None","jupitercard.png","mooncard.png","mancard2.png","womancard.png","outdoorcard.png","indoorcard.png","face","obj1","face1","face2","scene2","scene1","obj1","obj2",500,0,20.66575342,1
"MotER_501","Test","11","2","4144","1","2","1","face1scene2","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene2","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","29","1","2292","1","2","1","face2obj2","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","face2","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","14","1","2959","1","2","1","scene1obj1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","25","2","1402","1","2","1","face2obj1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","obj1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","8","2","945","1","2","1","scene1face2","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","face2","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","22","1","1193","1","2","1","obj1face1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","obj1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","18","2","1011","1","2","1","scene2obj1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","obj1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","5","2","1012","1","2","1","scene2scene1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","26","2","703","1","2","1","obj2face1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","face1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","19","1","3815","1","2","1","obj1scene2","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","obj1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","4","2","3688","1","2","1","scene1scene2","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene2","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","3","1","1189","1","2","1","face2face1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","face2","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","2","2","1466","1","2","1","face1face2","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","face2","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
